Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats
Pedro Goncalves,Sporting CP,POR 1,gold-nr,81,RW,700,76,81,79,84,56,65,4,4,H/M,Right,"2,038"

Juan Musso,Bergamo Calcio,ITA 1,gold-nr,81,GK,650,82,78,73,86,44,82,1,3,M/M,Right,821

Manuel Lazzari,Latium,ITA 1,gold,81,RWB,850,92,62,77,82,70,65,3,3,H/H,Right,"1,988"

Thomas Delaney,Sevilla FC,ESP 1,gold,81,CDM,1K,75,71,74,74,83,82,2,4,L/H,Left,"2,137"

Danilo,Piemonte Calcio,ITA 1,gold-nr,81,RB,1.4K,73,67,73,74,82,79,3,4,M/H,Right,"2,075"

Darwin Machis,Granada CF,ESP 1,gold,81,LM,700,88,80,75,83,38,70,4,4,H/M,Right,"1,979"

Max Kruse,1. FC Union Berlin,GER 1,gold-nr,81,CF,750,64,81,81,82,40,66,4,4,H/L,Left,"1,962"

Jonathan Viera,UD Las Palmas,ESP 2,gold,81,CAM,700,82,75,80,82,63,69,4,4,H/M,Right,"2,075"

Ruslan Malinovskyi,Bergamo Calcio,ITA 1,gold-nr,81,CF,850,74,80,83,81,64,79,4,4,M/M,Left,"2,143"

Adrien Rabiot,Piemonte Calcio,ITA 1,gold,81,CM,700,76,74,76,80,76,79,3,3,M/M,Left,"2,084"

Joaquin,Real Betis Balompié,ESP 1,gold-nr,81,RM,550,68,80,84,81,44,55,4,3,H/M,Right,"1,910"

Marko Arnautovic,Bologna,ITA 1,gold-nr,81,ST,600,79,81,79,78,44,82,4,4,M/L,Right,"2,049"

Nicolas Pepe,Arsenal,ENG 1,gold,81,RM,700,88,79,75,83,36,65,4,2,H/M,Left,"1,955"

Odisseas Vlachodimos,SL Benfica,POR 1,gold,81,GK,700,84,78,67,84,43,78,1,3,M/M,Right,867

Gonzalo Higuain,Inter Miami,USA 1,gold,81,ST,700,58,84,71,78,29,71,3,4,H/M,Right,"1,832"

Inaki Williams,Athletic Club de Bilbao,ESP 1,gold,81,ST,700,94,79,72,78,37,81,4,2,H/M,Right,"1,975"

Maximilian Arnold,VfL Wolfsburg,GER 1,gold,81,CDM,700,65,81,79,78,76,74,3,2,H/M,Left,"2,110"

Adnan Januzaj,Real Sociedad,ESP 1,gold-nr,81,RW,950,79,75,80,83,30,58,4,4,M/L,Left,"1,850"

Dakonam Djene,Getafe CF,ESP 1,gold-nr,81,CB,750,69,37,62,62,83,79,2,4,M/H,Right,"1,787"

James Tarkowski,Burnley,ENG 1,gold-nr,81,CB,750,57,45,67,65,82,81,2,4,L/H,Right,"1,819"

Marlos,Shakhtar Donetsk,UKR 1,gold,81,CAM,700,79,76,78,86,47,68,5,3,M/L,Left,"1,994"

Nani,Orlando City SC,USA 1,gold,81,LW,700,70,77,81,85,37,68,5,5,H/M,Right,"1,941"

James Rodriguez,Everton,ENG 1,gold,81,RW,5.6K,53,86,86,86,50,60,4,3,M/M,Left,"2,027"

Cucurella,Brighton & Hove Albion,ENG 1,gold-nr,81,LM,750,79,67,78,80,73,74,3,3,H/M,Left,"2,057"

Hirving Lozano,Napoli,ITA 1,gold,81,RW,700,93,76,72,82,41,62,4,3,H/L,Right,"1,954"

Lucas Leiva,Latium,ITA 1,gold-nr,81,CDM,1K,56,65,73,76,82,69,3,3,L/H,Right,"1,991"

Sergi Roberto,FC Barcelona,ESP 1,gold-nr,81,RB,1.4K,76,63,80,77,76,73,4,3,M/M,Right,"2,005"

Alessio Cragno,Cagliari,ITA 1,gold,81,GK,700,83,80,73,85,39,78,1,3,M/M,Right,825

Harvey Barnes,Leicester City,ENG 1,gold-nr,81,LM,900,86,77,76,81,45,63,3,4,H/M,Right,"1,930"

Carlos Soler,Valencia CF,ESP 1,gold,81,CM,700,78,77,82,79,71,71,3,4,M/M,Right,"2,113"

Medhi Benatia,Fatih Karagümrük S.K.,TUR 1,gold-nr,81,CB,500,63,45,52,63,82,82,2,3,M/H,Right,"1,709"

Christopher Nkunku,RB Leipzig,GER 1,gold,81,CAM,700,79,74,81,85,69,65,4,3,M/M,Right,"2,084"

Danny Ings,Aston Villa,ENG 1,gold-nr,81,ST,700,79,84,70,80,45,70,3,4,H/H,Right,"1,998"

Donny van de Beek,Manchester United,ENG 1,gold,81,CM,700,68,78,76,79,72,77,3,3,H/M,Right,"2,090"

Anthony Martial,Manchester United,ENG 1,gold,81,ST,850,87,80,73,85,35,68,4,4,L/L,Right,"1,952"

Emil Forsberg,RB Leipzig,GER 1,gold,81,CAM,700,70,73,82,83,35,62,4,4,M/M,Right,"1,879"

David Soria,Getafe CF,ESP 1,gold-nr,81,GK,550,81,80,72,82,43,80,1,3,M/M,Right,878

Inigo Martinez,Athletic Club de Bilbao,ESP 1,gold-nr,81,CB,700,71,56,66,64,81,79,2,3,M/M,Left,"1,916"

Kurt Zouma,West Ham United,ENG 1,gold-nr,81,CB,1.1K,65,51,63,57,81,85,2,3,M/M,Right,"1,846"

Fred,Manchester United,ENG 1,gold,81,CDM,900,77,66,77,81,75,71,4,4,H/H,Left,"2,105"

Andrea Consigli,Sassuolo,ITA 1,gold-nr,81,GK,600,81,82,72,83,42,80,1,3,M/M,Right,808

Lorenzo Pellegrini,Roma FC,ITA 1,gold,81,CAM,700,78,73,81,80,72,77,3,3,M/M,Right,"2,131"

Pedri,FC Barcelona,ESP 1,gold,81,CM,700,78,65,79,84,66,63,4,4,H/H,Right,"1,977"

Yeray,Athletic Club de Bilbao,ESP 1,gold-nr,81,CB,850,68,49,62,64,82,77,2,3,M/M,Right,"1,854"

Fernando Muslera,Galatasaray,TUR 1,gold,81,GK,700,84,78,73,81,61,82,1,2,M/M,Right,999

Edin Visca,Istanbul Başakşehir FK,TUR 1,gold,81,RM,700,87,78,78,82,47,64,4,4,H/M,Right,"2,010"

Paco Alcacer,Villarreal CF,ESP 1,gold,81,ST,700,77,84,69,81,35,61,3,4,M/L,Right,"1,923"

Dejan Kulusevski,Piemonte Calcio,ITA 1,gold,81,RW,700,84,74,77,84,56,76,4,4,H/M,Left,"2,045"

Jasper Cillessen,Valencia CF,ESP 1,gold-nr,81,GK,800,81,80,79,80,54,81,1,3,M/M,Right,926

Andrea Belotti,Torino,ITA 1,gold-nr,81,ST,850,76,81,59,78,38,83,3,5,H/H,Right,"1,906"

Edmond Tapsoba,Bayer 04 Leverkusen,GER 1,gold,81,CB,700,75,52,65,69,82,79,2,3,M/H,Right,"1,864"

Jordan Veretout,Roma FC,ITA 1,gold,81,CDM,900,76,75,80,80,76,79,3,3,M/M,Right,"2,169"

Martin Dubravka,Newcastle United,ENG 1,gold-nr,81,GK,800,79,78,80,82,46,79,1,2,M/M,Right,931

Aitor,Levante UD,ESP 1,gold,81,GK,700,82,78,67,83,56,81,1,2,M/M,Right,940

Dominic Calvert-Lewin,Everton,ENG 1,gold,81,ST,700,83,77,64,77,39,82,3,3,H/M,Right,"1,913"

Nordi Mukiele,RB Leipzig,GER 1,gold,81,RWB,700,80,49,69,73,82,80,3,3,M/H,Right,"1,938"

Kevin Kampl,RB Leipzig,GER 1,gold,81,CM,700,70,67,81,85,63,62,3,4,H/H,Right,"2,010"

Goncalo Guedes,Valencia CF,ESP 1,gold,81,LM,700,86,79,76,82,36,68,4,4,H/L,Right,"1,948"

Morales,Levante UD,ESP 1,gold,81,ST,700,86,82,75,85,52,68,4,4,H/M,Right,"2,054"

James Ward-Prowse,Southampton,ENG 1,gold-nr,81,CM,600,59,74,86,78,67,73,3,3,M/H,Right,"2,075"

Tomas Vaclik,Olympiacos,GRE 1,gold,81,GK,700,83,77,74,84,40,80,1,3,M/M,Right,899

Matteo Politano,Napoli,ITA 1,gold,81,RM,700,83,77,78,84,42,55,4,4,H/M,Left,"1,946"

Rui Silva,Real Betis Balompié,ESP 1,gold,81,GK,700,82,76,75,84,31,83,1,3,M/M,Right,814

Alex Remiro,Real Sociedad,ESP 1,gold,81,GK,700,84,74,80,82,42,84,1,4,M/M,Right,883

Konrad Laimer,RB Leipzig,GER 1,gold,81,CDM,700,81,68,77,78,80,77,3,3,M/H,Right,"2,078"

Adan,Sporting CP,POR 1,gold-nr,81,GK,700,78,81,78,80,55,83,1,2,M/M,Left,922

Moussa Diaby,Bayer 04 Leverkusen,GER 1,gold,81,LW,700,94,67,73,85,41,53,4,2,H/L,Left,"1,837"

Burak Yilmaz,LOSC Lille,FRA 1,gold-nr,81,ST,900,79,83,69,73,34,79,3,4,H/M,Right,"1,918"

Andy Delort,OGC Nice,FRA 1,gold,81,ST,700,84,82,73,75,37,85,3,3,H/H,Right,"2,002"

Houssem Aouar,Olympique Lyonnais,FRA 1,gold,81,CM,900,75,75,81,85,66,71,4,3,H/L,Right,"2,089"

Benjamin Andre,LOSC Lille,FRA 1,gold,81,CDM,950,67,64,74,75,80,85,3,3,H/H,Right,"2,065"

Arkadiusz Milik,Olympique de Marseille,FRA 1,gold-nr,81,ST,800,64,84,67,76,39,71,4,3,M/M,Left,"1,893"

Steve Mandanda,Olympique de Marseille,FRA 1,gold-nr,81,GK,1.8K,80,80,78,81,49,81,1,3,M/M,Right,875

Steven Berghuis,Ajax,NED 1,gold-nr,81,RW,600,80,81,82,82,36,66,4,3,M/M,Left,"1,984"

Jose Fonte,LOSC Lille,FRA 1,gold-nr,81,CB,1.1K,32,46,62,63,83,77,2,3,M/H,Right,"1,688"

Lucas Paqueta,Olympique Lyonnais,FRA 1,gold,81,CM,950,74,75,79,83,69,78,4,3,H/H,Left,"2,122"

Lucas Moura,Tottenham Hotspur,ENG 1,gold,81,RM,1K,90,79,70,86,43,68,4,4,H/M,Right,"2,034"

Giovani Lo Celso,Tottenham Hotspur,ENG 1,gold,81,CM,700,75,76,82,83,69,73,4,3,H/H,Left,"2,118"

Reguilon,Tottenham Hotspur,ENG 1,gold,81,LB,800,86,58,75,78,78,70,3,3,H/H,Left,"1,988"

Andre-Pierre Gignac,Tigres U.A.N.L.,MEX 1,gold-nr,81,ST,1.9K,68,83,73,74,41,84,3,3,M/M,Right,"1,946"

Danilo Pereira,Paris Saint-Germain,FRA 1,gold-nr,81,CDM,900,64,63,71,73,80,86,3,3,M/H,Right,"1,969"

Leandro Paredes,Paris Saint-Germain,FRA 1,gold,81,CDM,850,66,71,83,79,76,79,4,4,M/M,Right,"2,127"

Kalvin Phillips,Leeds United,ENG 1,gold-nr,81,CDM,700,67,65,75,75,78,82,3,3,M/H,Right,"2,035"

Renan Lodi,Atlético de Madrid,ESP 1,gold,81,LB,1K,84,67,76,81,77,75,4,3,H/M,Left,"2,106"

Hector Herrera,Atlético de Madrid,ESP 1,gold,81,CM,700,70,75,76,76,78,84,3,4,M/M,Right,"2,103"

Alessandro Florenzi,Milan,ITA 1,gold-nr,81,RB,900,76,77,79,80,76,62,3,3,H/M,Right,"2,130"

Otavio,FC Porto,POR 1,gold-nr,81,LM,650,78,69,79,85,63,68,4,3,H/H,Right,"2,031"

Agustin Marchesin,FC Porto,POR 1,gold-nr,81,GK,800,82,77,76,83,54,80,1,3,M/M,Right,970

Arturo Vidal,Inter,ITA 1,gold,81,CM,750,65,79,79,79,82,82,3,4,H/H,Right,"2,208"

Joaquin Correa,Inter,ITA 1,gold,81,CF,750,84,75,77,85,39,69,4,4,M/M,Right,"1,928"

Ivan Perisic,Inter,ITA 1,gold,81,LM,750,81,79,76,79,64,74,4,5,M/M,Left,"2,116"

Nicolas Otamendi,SL Benfica,POR 1,gold-nr,81,CB,750,63,57,62,59,83,81,2,3,M/H,Right,"1,846"

Pizzi,SL Benfica,POR 1,gold,81,CM,700,75,77,81,82,64,66,3,4,H/M,Right,"2,084"

Jan Vertonghen,SL Benfica,POR 1,gold,81,CB,700,76,62,72,67,83,78,3,3,H/H,Left,"2,010"

Lucas Vazquez,Real Madrid,ESP 1,gold,81,RW,700,82,73,79,80,69,69,4,4,H/M,Right,"2,086"

Nacho Fernandez,Real Madrid,ESP 1,gold,81,CB,850,78,37,66,69,81,80,2,4,L/H,Right,"1,827"

Reece James,Chelsea,ENG 1,gold,81,RWB,700,80,58,77,77,76,80,3,3,H/M,Right,"2,047"

Julian Brandt,Borussia Dortmund,GER 1,gold,81,CAM,800,73,75,80,84,48,66,4,4,H/M,Right,"1,961"

Conor Gallagher,Crystal Palace,ENG 1,goldif,80,CM,20.3K,77,75,77,79,67,72,3,2,M/M,Right,"2,009"

Bryan Linssen,Feyenoord,NED 1,goldif,80,ST,15K,83,81,73,79,51,76,3,2,M/M,Right,"2,094"

Alan Mozo,Pumas U.N.A.M.,MEX 1,goldif,80,RB,15K,87,50,67,75,75,84,3,3,M/M,Right,"1,932"

Marco Ruben,Rosario Central,ARG 1,goldif,80,ST,13.5K,80,81,70,76,48,78,3,4,M/M,Right,"2,011"

Miroslav Stevanovic,Servette FC,CHE 1,goldif,80,RW,16K,89,74,80,79,44,76,3,4,H/M,Right,"2,044"

Aaron Ramsdale,Arsenal,ENG 1,goldif,80,GK,15K,81,80,73,82,52,80,1,3,M/M,Right,894

Anthony Lozano,Cádiz CF,ESP 1,goldif,80,LM,13.8K,85,80,70,76,40,81,3,3,M/L,Right,"1,929"

Unai Nunez,Athletic Club de Bilbao,ESP 1,gold-nr,80,CB,700,72,22,49,50,81,76,2,2,M/H,Right,"1,513"

Joan Jordan,Sevilla FC,ESP 1,gold-nr,80,CM,650,63,75,81,77,67,76,4,4,M/M,Right,"2,003"

Michael Keane,Everton,ENG 1,gold-nr,80,CB,650,55,49,65,65,82,80,2,3,L/H,Right,"1,778"

Gianluca Mancini,Roma FC,ITA 1,gold-nr,80,CB,850,61,45,50,59,80,84,2,3,M/H,Right,"1,678"

Samuel Umtiti,FC Barcelona,ESP 1,gold-nr,80,CB,750,65,62,68,67,80,78,2,3,L/M,Left,"1,954"

Pacheco,Deportivo Alavés,ESP 1,gold-nr,80,GK,550,79,77,70,82,46,81,1,2,M/M,Left,911

Nacho Monreal,Real Sociedad,ESP 1,gold-nr,80,LB,550,65,61,74,74,80,68,3,3,M/M,Left,"1,981"

Quincy Promes,Spartak Moskva,RUS 1,gold,80,CAM,700,88,78,78,81,46,69,4,4,H/M,Right,"2,030"

Pozuelo,Toronto FC,USA 1,gold-nr,80,CAM,550,65,75,80,83,52,66,4,5,H/M,Right,"1,976"

Franco Armani,River Plate,CON1,libertadores,80,GK,750,78,76,67,85,43,79,1,3,M/M,Right,909

Aissa Mandi,Villarreal CF,ESP 1,gold-nr,80,CB,1.1K,66,46,74,70,81,74,2,3,H/M,Right,"1,903"

Lukas Klostermann,RB Leipzig,GER 1,gold,80,CB,800,85,51,66,71,82,77,2,3,M/M,Right,"1,863"

Diego Godin,Cagliari,ITA 1,gold-nr,80,CB,800,57,48,63,61,80,78,2,3,M/H,Right,"1,789"

Ridle Baku,VfL Wolfsburg,GER 1,gold,80,RM,700,84,73,73,81,70,75,3,4,H/M,Right,"2,042"

Radja Nainggolan,Antwerp,BEL 1,gold,80,CAM,700,71,84,78,74,73,80,3,3,H/M,Right,"2,142"

Aaron Ramsey,Piemonte Calcio,ITA 1,gold-nr,80,CM,600,66,70,81,83,66,66,3,3,M/M,Right,"2,042"

Victor Osimhen,Napoli,ITA 1,gold,80,ST,700,88,80,63,75,39,81,3,4,H/M,Right,"1,908"

Jiri Pavlenka,Werder Bremen,GER 3,gold-nr,80,GK,450,82,75,60,85,36,71,1,3,M/M,Right,692

Charles Aranguiz,Bayer 04 Leverkusen,GER 1,gold,80,CDM,700,65,71,80,77,76,72,3,4,M/H,Right,"2,084"

Borja Iglesias,Real Betis Balompié,ESP 1,gold-nr,80,ST,550,65,80,64,74,35,80,3,3,H/M,Right,"1,801"

Philipp Max,PSV,NED 1,gold,80,LB,700,82,67,79,75,73,75,3,3,H/M,Left,"2,056"

Guaita,Crystal Palace,ENG 1,gold,80,GK,800,81,79,77,82,51,77,1,3,M/M,Right,974

Vladimir Coufal,West Ham United,ENG 1,gold-nr,80,RB,1.7K,77,56,73,75,78,81,3,3,H/H,Right,"2,022"

Bukayo Saka,Arsenal,ENG 1,gold,80,RM,700,84,68,76,82,65,64,3,3,H/M,Left,"1,995"

Josef Martinez,Atlanta United FC,USA 1,gold,80,ST,700,87,80,61,79,25,67,3,4,H/M,Right,"1,855"

Marko Dmitrovic,Sevilla FC,ESP 1,gold-nr,80,GK,500,77,79,78,81,37,80,1,2,M/M,Left,904

Jose Callejon,Fiorentina,ITA 1,gold-nr,80,RM,600,77,76,76,81,48,59,3,3,H/M,Right,"1,935"

Simon Mignolet,Club Brugge,BEL 1,gold,80,GK,700,80,75,76,82,51,84,1,3,M/M,Right,890

Kieran Tierney,Arsenal,ENG 1,gold,80,LB,900,84,60,75,77,75,79,3,3,H/H,Left,"2,021"

Bartra,Real Betis Balompié,ESP 1,gold-nr,80,CB,950,71,61,72,73,80,74,3,3,H/M,Right,"1,983"

Roger,Levante UD,ESP 1,gold-nr,80,ST,500,77,82,63,77,41,74,3,3,H/M,Right,"1,900"

Angelo Ogbonna,West Ham United,ENG 1,gold-nr,80,CB,850,56,40,60,62,82,76,2,3,M/M,Left,"1,712"

Roberto Pereyra,Udinese,ITA 1,gold,80,CM,700,76,74,79,81,68,73,4,4,H/H,Right,"2,092"

Remo Freuler,Bergamo Calcio,ITA 1,gold-nr,80,CM,750,69,71,77,78,75,73,4,3,M/M,Right,"2,010"

Dimitri Payet,Olympique de Marseille,FRA 1,gold-nr,80,LW,900,69,77,83,82,38,67,4,4,H/M,Right,"1,931"

Konstantinos Fortounis,Olympiacos,GRE 1,gold,80,CAM,700,75,77,79,82,43,69,3,5,H/L,Right,"1,978"

Igor Akinfeev,CSKA Moskva,RUS 1,gold-nr,80,GK,450,77,72,78,84,51,82,1,3,M/M,Right,850

Corentin Tolisso,Bayern München,GER 1,gold-nr,80,CM,700,66,77,77,78,76,78,3,3,H/M,Right,"2,112"

Enzo Perez,River Plate,CON1,libertadores,80,CDM,700,68,66,77,77,77,78,3,4,M/H,Right,"2,059"

Jonathan Bamba,LOSC Lille,FRA 1,gold,80,LM,1.1K,89,75,74,81,39,69,4,4,H/H,Right,"1,957"

Rafael Toloi,Bergamo Calcio,ITA 1,gold-nr,80,CB,900,66,47,58,64,82,80,2,3,M/H,Right,"1,828"

Thomas Strakosha,Latium,ITA 1,gold,80,GK,700,82,77,74,84,43,77,1,2,M/M,Right,821

Capa,Athletic Club de Bilbao,ESP 1,gold,80,RB,1.8K,82,64,76,77,74,88,3,3,H/H,Right,"2,099"

Nelson Semedo,Wolverhampton Wanderers,ENG 1,gold,80,RWB,750,82,57,68,81,75,75,4,3,M/M,Right,"1,952"

Joao Moutinho,Wolverhampton Wanderers,ENG 1,gold-nr,80,CM,1.1K,50,72,84,80,70,66,3,4,M/H,Right,"2,057"

Francis Coquelin,Villarreal CF,ESP 1,gold,80,CM,700,68,67,76,80,78,79,3,3,M/H,Right,"2,043"

Pau Lopez,Olympique de Marseille,FRA 1,gold,80,GK,750,80,79,72,82,48,80,1,3,M/M,Left,949

Lucas Torreira,Fiorentina,ITA 1,gold,80,CDM,700,74,67,74,79,79,75,3,3,M/H,Right,"2,059"

Hans Hateboer,Bergamo Calcio,ITA 1,gold,80,RM,700,84,64,73,77,77,79,3,3,H/H,Right,"2,007"

Giovanni Di Lorenzo,Napoli,ITA 1,gold,80,RB,1.1K,84,66,73,76,76,79,3,3,M/M,Right,"2,069"

Iniesta,Vissel Kobe,JPN 1,gold-nr,80,CM,550,51,69,85,84,62,58,4,4,H/M,Right,"1,938"

Cedric Bakambu,Beijing Sinobo Guoan,CHN 1,gold,80,ST,700,90,80,71,76,36,77,4,3,M/M,Right,"1,958"

Diego Demme,Napoli,ITA 1,gold-nr,80,CDM,750,57,42,75,77,76,76,3,4,M/H,Right,"1,929"

Xaver Schlager,VfL Wolfsburg,GER 1,gold,80,CDM,700,69,70,73,77,73,81,3,3,H/H,Left,"2,019"

Daniel Wass,Valencia CF,ESP 1,gold-nr,80,RB,600,74,77,80,77,76,76,3,3,M/M,Right,"2,131"

Jason Denayer,Olympique Lyonnais,FRA 1,gold,80,CB,1.7K,83,43,67,71,81,81,2,3,M/H,Right,"1,840"

Embarba,RCD Espanyol,ESP 1,gold,80,RM,700,83,77,78,79,55,72,4,4,H/H,Right,"2,054"

Geronimo Rulli,Villarreal CF,ESP 1,gold-nr,80,GK,1.8K,80,79,78,80,54,79,1,3,M/M,Right,912

Viktor Tsygankov,Dynamo Kyiv,UKR 1,gold-nr,80,RM,800,85,73,78,80,45,57,4,4,H/M,Left,"1,905"

Pedro Porro,Sporting CP,POR 1,gold-nr,80,RWB,700,80,67,73,79,75,75,3,3,H/H,Right,"2,021"

Dean Henderson,Manchester United,ENG 1,gold-nr,80,GK,850,80,79,78,83,50,76,1,3,M/M,Right,854

Gerson,Olympique de Marseille,FRA 1,gold,80,CM,700,74,64,79,80,78,77,3,2,M/M,Left,"2,074"

Gianluigi Buffon,Parma,ITA 1,gold,80,GK,700,76,73,70,76,34,90,1,2,M/M,Right,885

Mesut Ozil,Fenerbahçe,TUR 1,gold-nr,80,CAM,600,62,68,85,82,24,48,4,2,M/L,Left,"1,755"

Joao Pedro,Cagliari,ITA 1,gold-nr,80,CF,650,72,78,77,81,41,74,4,4,H/M,Right,"1,964"

Martin Hinteregger,Eintracht Frankfurt,GER 1,gold-nr,80,CB,1.1K,70,70,67,61,81,81,2,3,M/M,Left,"1,999"

Mattia Perin,Piemonte Calcio,ITA 1,gold,80,GK,700,80,80,71,82,57,79,1,3,M/M,Right,876

Jonny Evans,Leicester City,ENG 1,gold-nr,80,CB,700,52,32,61,60,83,77,2,4,M/H,Right,"1,662"

Stefan Lainer,Borussia Mgladbach,GER 1,gold-nr,80,RB,1K,79,63,70,75,74,80,2,3,H/H,Right,"1,974"

Zouhair Feddal,Sporting CP,POR 1,gold-nr,80,CB,650,61,50,63,60,82,77,2,2,M/M,Left,"1,756"

Eran Zahavi,PSV,NED 1,gold-nr,80,ST,750,77,82,74,79,39,73,4,4,H/L,Right,"1,988"

Scott McTominay,Manchester United,ENG 1,gold,80,CDM,700,66,75,75,75,78,84,3,3,M/H,Right,"2,061"

Maximiliano Gomez,Valencia CF,ESP 1,gold-nr,80,ST,550,66,81,68,73,32,82,3,3,H/L,Right,"1,865"

Ismaily,Shakhtar Donetsk,UKR 1,gold,80,LB,700,82,64,74,81,75,75,4,3,H/M,Left,"2,012"

Jonny,Wolverhampton Wanderers,ENG 1,gold-nr,80,LWB,650,75,53,71,76,79,69,3,3,H/H,Right,"1,942"

Nikola Vlasic,West Ham United,ENG 1,gold,80,CAM,750,83,77,78,82,48,71,3,5,H/M,Right,"1,988"

Victor Lindelof,Manchester United,ENG 1,gold-nr,80,CB,650,63,51,73,72,81,78,3,4,M/H,Right,"1,915"

Raul Garcia,Athletic Club de Bilbao,ESP 1,gold-nr,80,ST,500,41,82,81,78,65,83,3,3,M/M,Right,"2,090"

Denis Zakaria,Borussia Mgladbach,GER 1,gold,80,CDM,700,83,64,72,75,80,84,3,3,H/M,Right,"1,979"

Alex Berenguer,Athletic Club de Bilbao,ESP 1,gold-nr,80,RM,550,82,76,75,81,63,65,3,4,H/M,Right,"2,042"

Marek Hamsik,Trabzonspor,TUR 1,gold,80,CM,700,70,76,81,81,70,71,4,5,H/M,Right,"2,096"

Pablo Sarabia,Sporting CP,POR 1,gold-nr,80,RW,500,72,76,81,82,57,59,4,4,H/M,Left,"1,966"

Caglar Soyuncu,Leicester City,ENG 1,gold,80,CB,800,76,46,60,67,80,80,2,4,M/M,Right,"1,806"

Nicolas Lodeiro,Seattle Sounders,USA 1,gold,80,CAM,700,74,73,83,81,49,74,4,4,H/M,Left,"2,010"

Eduardo Salvio,Boca Juniors,CON1,gold,80,RM,700,86,76,73,84,57,68,5,4,H/M,Right,"2,053"

Noussair Mazraoui,Ajax,NED 1,gold,80,RB,700,82,61,74,81,75,71,3,3,H/L,Right,"1,967"

Sebastien Haller,Ajax,NED 1,gold,80,ST,700,66,79,62,74,51,81,3,3,H/M,Right,"1,894"

Walter Benitez,OGC Nice,FRA 1,gold-nr,80,GK,950,80,79,72,83,48,80,1,2,M/M,Right,887

Teji Savanier,Montpellier HSC,FRA 1,gold-nr,80,CM,700,67,74,83,82,69,69,4,4,H/M,Right,"2,074"

Boubacar Kamara,Olympique de Marseille,FRA 1,gold,80,CDM,850,74,50,72,73,79,78,3,3,M/H,Right,"1,909"

Renato Sanches,LOSC Lille,FRA 1,gold,80,CM,1K,84,74,77,84,72,84,4,4,H/H,Right,"2,168"

Gaetan Laborde,Stade Rennais,FRA 1,gold-nr,80,ST,1.2K,77,78,76,78,40,82,3,4,H/H,Left,"1,971"

Dele Alli,Tottenham Hotspur,ENG 1,gold-nr,80,CAM,700,68,78,78,82,65,75,4,3,H/M,Right,"2,074"

Steven Bergwijn,Tottenham Hotspur,ENG 1,gold-nr,80,LM,800,85,78,75,82,39,69,4,2,H/M,Right,"1,952"

Naby Keita,Liverpool,ENG 1,gold-nr,80,CM,650,70,73,75,85,65,66,4,4,M/M,Right,"2,005"

Guillermo Ochoa,América,MEX 1,gold-nr,80,GK,500,79,75,72,83,48,80,1,3,M/M,Right,867

Florian Thauvin,Tigres U.A.N.L.,MEX 1,gold-nr,80,RW,1K,79,79,79,80,41,69,4,3,H/M,Left,"1,996"

Esteban Andrada,Monterrey,MEX 1,gold-nr,80,GK,500,76,79,82,83,44,81,1,2,M/M,Right,880

Jonathan Rodriguez,Cruz Azul,MEX 1,gold,80,ST,700,88,80,67,81,38,76,4,3,H/M,Right,"1,961"

Rafinha,Paris Saint-Germain,FRA 1,gold,80,CM,800,71,75,80,84,69,68,4,4,H/M,Left,"2,077"

Julian Draxler,Paris Saint-Germain,FRA 1,gold,80,CAM,850,74,76,80,82,58,66,4,5,M/M,Right,"2,025"

Sime Vrsaljko,Atlético de Madrid,ESP 1,gold-nr,80,RB,800,79,55,73,74,78,77,3,3,H/M,Right,"1,992"

Ismael Bennacer,Milan,ITA 1,gold-nr,80,CM,700,73,67,80,84,73,73,4,3,M/M,Left,"2,098"

Oleksandr Zinchenko,Manchester City,ENG 1,gold,80,LB,700,73,65,80,80,77,69,3,3,H/M,Left,"2,085"

Sergio Oliveira,FC Porto,POR 1,gold-nr,80,CM,550,58,79,82,77,72,70,3,3,M/H,Right,"2,090"

Luis Diaz,FC Porto,POR 1,gold,80,LM,700,92,77,70,82,32,71,4,4,H/M,Right,"1,874"

Alexis Sanchez,Inter,ITA 1,gold-nr,80,CF,800,78,76,78,83,43,68,4,3,H/H,Right,"2,006"

Stefano Sensi,Inter,ITA 1,gold-nr,80,CM,800,67,60,83,83,67,59,4,4,M/M,Right,"1,991"

Joao Mario,SL Benfica,POR 1,gold-nr,80,CM,600,69,69,80,83,66,68,4,4,M/M,Right,"2,013"

Everton,SL Benfica,POR 1,gold,80,LM,700,86,75,73,85,32,62,4,3,H/L,Right,"1,873"

Manuel Akanji,Borussia Dortmund,GER 1,gold,80,CB,1.2K,81,48,67,74,81,77,2,4,M/M,Right,"1,892"

Donyell Malen,Borussia Dortmund,GER 1,gold,80,ST,700,90,79,72,83,30,74,4,3,M/L,Right,"1,933"

Roman Burki,Borussia Dortmund,GER 1,gold,80,GK,700,81,79,60,86,46,77,1,2,M/M,Right,865

