Player,Team,League,Version,OVR,POS,BIN,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats 
Dusko Tosic,Guangzhou RF,CHN 1,silver-nr,73,CB,5.5K,53,51,63,55,72,78,2,2,H/H,Left,"1,683"
Leonardo Burian,Colón,ARG 1,silver-nr,73,GK,500,71,70,71,74,41,73,1,3,M/M,Right,912
Christian Marrugo,Puebla,MEX 1,silver,73,CAM,1.9K,64,64,73,72,52,64,3,4,M/M,Right,"1,793"
Marco Rocha,Santa Clara,POR 1,silver,73,GK,2.5K,71,69,67,75,62,72,1,2,M/M,Right,"1,057"
Andreas Beck,Eupen,BEL 1,silver,73,RB,6K,67,45,67,68,75,69,3,3,M/H,Right,"1,805"
Jean-Sylvain Babin,Real Sporting de Gijón,ESP 2,silver,73,CB,9.5K,38,48,59,47,72,82,2,3,M/M,Right,"1,656"
Per Karlsson,AIK,SWE 1,silver,73,CB,700,70,36,45,50,74,75,2,3,L/H,Right,"1,563"
Alexandre Oukidja,FC Metz,FRA 1,silver,73,GK,1.8K,74,68,63,77,47,73,1,2,M/M,Right,841
Demba Ba,Medipol Başakşehir,TUR 1,silver,73,ST,5K,70,73,68,68,45,70,3,3,H/M,Right,"1,847"
Sebastian Prodl,Watford,ENG 1,silver,73,CB,7.3K,31,36,50,41,74,70,2,2,M/M,Right,"1,350"
Kevin Monnet-Paquet,AS Saint-Étienne,FRA 1,silver-nr,73,LM,700,79,68,70,70,52,73,3,3,M/H,Right,"1,866"
Mario Vrancic,Norwich City,ENG 1,silver,73,CM,4K,55,70,73,73,59,70,3,3,M/M,Left,"1,868"
Lee Nguyen,Los Angeles FC,USA 1,silver,73,CAM,2.5K,69,70,72,74,46,62,4,3,H/L,Right,"1,812"
Federico Peluso,Sassuolo,ITA 1,silver,73,CB,2K,52,49,58,60,75,69,2,3,M/M,Left,"1,680"
Erik Pieters,Burnley,ENG 1,silver,73,LB,10K,66,40,69,69,73,78,3,3,M/H,Left,"1,818"
Mosquera,SD Huesca,ESP 2,silver,73,CDM,700,48,59,69,68,71,73,3,3,M/M,Left,"1,850"
Fernando Forestieri,Sheffield Wednesday,ENG 2,silver,73,ST,8.1K,78,73,68,79,48,67,4,3,H/M,Right,"1,915"
Emiliano Insua,VfB Stuttgart,GER 2,silver,73,LB,8K,66,64,71,73,71,77,3,2,H/L,Left,"1,970"
Sam Vokes,Stoke City,ENG 2,silver,73,ST,1.7K,51,75,61,64,43,81,2,3,M/M,Right,"1,776"
Emiliano Vecchio,Al Ittihad,SAU 1,silver,73,CM,1.5K,75,68,72,76,57,71,3,3,M/M,Right,"1,904"
Luisinho,SD Huesca,ESP 2,silver,73,LB,850,68,53,71,72,72,61,3,3,H/M,Left,"1,826"
Ondrej Kudela,Slavia Praha,CSK 1,silver,73,CB,750,72,54,64,67,73,75,2,3,M/H,Right,"1,841"
Radim Reznik,Viktoria Plzeň,CSK 1,silver,73,RB,750,72,57,62,68,73,73,3,3,M/H,Right,"1,828"
Tomas Horava,Viktoria Plzeň,CSK 1,silver-nr,73,CM,1.4K,65,67,71,73,60,64,3,4,H/H,Right,"1,866"
Fernando Boldrin,Çaykur Rizespor,TUR 1,silver-nr,73,CAM,2.7K,67,68,72,71,59,63,3,4,M/M,Right,"1,849"
Jakob Johansson,Stade Rennais,FRA 1,silver,73,CM,2.1K,52,63,65,65,74,81,3,2,H/H,Right,"1,779"
Larrys Mabiala,Portland Timbers,USA 1,silver,73,CB,900,50,44,51,51,71,84,2,3,L/M,Right,"1,567"
Rasmus Bengtsson,Malmö FF,SWE 1,silver,73,CB,500,42,37,54,56,73,72,2,3,M/M,Right,"1,541"
Vassilis Torosidis,Olympiacos CFP,GRE 1,silver,73,RB,1K,65,55,65,69,76,71,3,3,M/H,Right,"1,821"
Mapou Yanga-Mbiwa,Olympique Lyonnais,FRA 1,silver-nr,73,CB,2K,64,35,55,62,72,73,2,3,M/M,Right,"1,608"
Tim Matavz,Vitesse,NED 1,silver,73,ST,5K,49,74,51,68,30,69,3,4,M/L,Right,"1,616"
Ales Hruska,Viktoria Plzeň,CSK 1,silver,73,GK,350,71,71,70,72,31,74,1,2,M/M,Right,686
Valentin Stocker,FC Basel,CHE 1,silver,73,LM,400,68,67,76,74,48,63,3,4,M/M,Left,"1,860"
Paulo Vinicius,CFR Cluj,ROM 1,silver-nr,73,CB,1K,41,51,56,57,72,79,2,3,L/H,Right,"1,672"
Victor Diaz,Granada CF,ESP 1,silver-nr,73,RB,5.5K,73,56,66,66,70,76,3,3,M/H,Right,"1,835"
Jonny Howson,Middlesbrough,ENG 2,silver,73,CM,3K,65,70,69,71,65,72,3,4,M/H,Right,"1,901"
Fran Merida,CA Osasuna,ESP 1,silver,73,CDM,10K,59,71,75,69,66,73,3,3,M/M,Left,"1,948"
Jesus Molina,Guadalajara,MEX 1,silver,73,CDM,1.8K,66,58,65,66,71,82,3,4,M/H,Right,"1,864"
Alexander Grunwald,Austria Wien,AUT 1,silver,73,CAM,1K,65,69,72,72,56,78,3,2,M/M,Left,"1,903"
Ryan Bennett,Wolverhampton Wanderers,ENG 1,silver,73,CB,5K,35,25,46,36,74,74,2,2,L/M,Right,"1,321"
Georg Margreitter,1. FC Nürnberg,GER 2,silver,73,CB,700,47,24,49,45,74,73,2,2,M/H,Right,"1,395"
Jeremy Pied,LOSC Lille,FRA 1,silver,73,RB,1.2K,66,67,73,74,73,68,3,3,H/M,Right,"1,979"
Mitchell Donald,Yeni Malatyaspor,TUR 1,silver,73,CDM,3.8K,70,67,67,67,68,81,3,3,M/M,Right,"1,883"
Jean-Armel Kana-Biyik,Gazişehir Gaziantep F.K.,TUR 1,silver-nr,73,CB,1.2K,63,31,49,58,72,79,2,3,L/M,Right,"1,537"
Lica,Belenenses,POR 1,silver,73,LW,10K,75,72,69,73,42,70,4,3,H/M,Right,"1,850"
Castro,Göztepe,TUR 1,silver,73,CAM,2.1K,67,71,71,74,64,76,3,2,H/M,Right,"1,940"
Chris Basham,Sheffield United,ENG 1,silver-nr,73,CB,7K,66,43,57,59,72,79,2,2,H/M,Right,"1,671"
Djalma,Alanyaspor,TUR 1,silver,73,LM,2.5K,81,69,68,73,46,75,3,3,H/H,Right,"1,860"
Luca Rossettini,Lecce,ITA 1,silver,73,CB,2K,53,44,46,54,74,73,2,2,M/H,Right,"1,564"
Vincenzo Fiorillo,Pescara,ITA 2,silver,73,GK,950,73,68,64,77,38,71,1,2,M/M,Right,728
Sebastian Ribas,Rosario Central,ARG 1,silver,73,ST,1.9K,66,74,51,66,30,74,3,4,M/M,Right,"1,670"
Diego Angelo,Antalyaspor,TUR 1,silver,73,CB,2K,34,62,65,51,75,77,2,2,M/H,Left,"1,678"
Federico Macheda,Panathinaikos FC,GRE 1,silver,73,ST,900,69,73,58,70,30,62,3,3,M/L,Right,"1,655"
Gael Kakuta,Amiens SC,FRA 1,silver,73,RM,5.8K,78,69,70,79,40,62,4,3,M/M,Left,"1,859"
Leroy Fer,Feyenoord,NED 1,silver,73,CDM,3.5K,68,72,68,72,69,81,3,4,M/M,Right,"1,953"
Joel Ward,Crystal Palace,ENG 1,silver,73,RB,800,58,52,66,66,76,71,3,3,M/H,Right,"1,760"
Rene,UD Almería,ESP 2,silver,73,GK,400,77,70,66,73,53,71,1,2,M/M,Right,902
Juan Cala,Cádiz CF,ESP 2,silver,73,CB,350,61,53,62,61,71,80,2,3,M/H,Right,"1,758"
Samuel Di Carmine,Hellas Verona,ITA 1,silver,73,ST,6.3K,69,72,53,72,36,76,3,4,H/L,Right,"1,729"
Stefan Johansen,Fulham,ENG 2,silver,73,CM,5K,68,70,72,73,66,74,3,3,H/H,Left,"1,949"
Dayro Moreno,Talleres de Córdoba,ARG 1,silver,73,ST,2.5K,64,75,67,72,42,65,3,4,H/L,Right,"1,807"
Paul-Jose Mpoku,Standard Liège,BEL 1,silver,73,RM,6K,69,74,74,73,46,69,4,4,M/L,Right,"1,897"
Fredrik Gulbrandsen,Medipol Başakşehir,TUR 1,silver,73,ST,500,88,71,59,74,36,78,3,3,H/H,Right,"1,815"
Wallace,Göztepe,TUR 1,silver,73,CB,2.2K,42,52,59,53,73,69,2,2,M/M,Right,"1,618"
Ronny Rodelin,En Avant Guingamp,FRA 2,silver,73,CAM,700,56,72,72,72,43,69,3,3,M/M,Right,"1,802"
Dani Pacheco,Málaga CF,ESP 2,silver,73,LM,450,71,69,74,78,36,60,3,3,H/L,Right,"1,823"
Mehdi Abeid,FC Nantes,FRA 1,silver,73,CDM,2.3K,59,69,70,75,66,74,3,3,M/M,Right,"1,886"
Rodrigo Salinas,Toluca,MEX 1,silver,73,RB,6.9K,72,67,72,70,70,72,3,3,H/H,Right,"1,921"
Serey Die,FC Basel,CHE 1,silver,73,CDM,,66,53,65,70,71,78,3,3,M/H,Right,"1,859"
Marcelo Estigarribia,Colón,ARG 1,silver-nr,73,LM,4K,79,65,70,72,61,71,3,4,H/M,Left,"1,920"
Jake Livermore,West Bromwich Albion,ENG 2,silver,73,CM,10K,62,63,70,70,72,78,3,2,M/M,Right,"1,916"
Jonathan Kodjia,Aston Villa,ENG 1,silver-nr,73,ST,7.5K,77,70,57,73,27,73,3,3,H/M,Right,"1,698"
John Fleck,Sheffield United,ENG 1,silver,73,CM,10K,72,64,73,75,66,74,3,2,M/M,Left,"1,979"
Caiuby,FC Augsburg,GER 1,silver,73,LM,6.5K,80,73,68,70,38,81,3,4,H/M,Right,"1,863"
Saul Berjon,Real Oviedo,ESP 2,silver,73,LM,450,76,72,74,73,43,64,3,4,M/L,Right,"1,857"
Nelson Oliveira,AEK Athens,GRE 1,silver,73,ST,750,70,73,61,70,37,74,3,4,M/M,Right,"1,752"
Jonathan Urretaviscaya,Monterrey,MEX 1,silver-nr,73,RW,10K,77,70,72,74,34,61,4,3,M/M,Right,"1,785"
Daniel Candeias,Gençlerbirligi,TUR 1,silver,73,RW,1.8K,86,64,70,75,54,68,4,4,H/H,Right,"1,899"
Olcay Sahan,Denizlispor,TUR 1,silver-nr,73,LM,5.1K,73,69,70,74,61,68,4,4,M/M,Right,"1,917"
Jan Kovarik,Viktoria Plzeň,CSK 1,silver,73,LM,1.5K,67,72,77,70,56,64,3,2,M/M,Left,"1,895"
Rogerinho,Al Ettifaq,SAU 1,silver,73,CAM,550,82,68,66,77,35,64,3,4,H/M,Right,"1,793"
Vito Wormgoor,SK Brann,NOR 1,silver,73,CB,5.5K,35,38,57,54,72,81,2,3,M/H,Right,"1,617"
Vincent Manceau,Angers SCO,FRA 1,silver,73,RB,1.5K,51,45,69,72,74,69,3,3,M/H,Right,"1,798"
Karl-Johan Johnsson,FC København,DEN 1,silver,73,GK,350,74,70,73,76,50,74,1,2,M/M,Right,852
Oier,CA Osasuna,ESP 1,silver-nr,73,CDM,2K,69,63,68,67,70,75,2,2,M/H,Right,"1,878"
Tomeu Nadal,Albacete Balompié,ESP 2,silver,73,GK,950,71,73,68,73,39,71,1,3,M/M,Right,811
Nenad Krsticic,AEK Athens,GRE 1,silver-nr,73,CM,350,71,62,70,71,68,72,3,4,M/M,Left,"1,870"
Etxeita,Getafe CF,ESP 1,silver-nr,73,CB,450,44,35,47,57,71,77,2,3,L/M,Right,"1,533"
Stefan Frei,Seattle Sounders,USA 1,silver-nr,73,GK,800,74,68,67,74,44,71,1,2,M/M,Right,889
Antonio Rios,Toluca,MEX 1,silver-nr,73,CDM,1.4K,65,55,67,61,70,77,2,4,M/M,Right,"1,822"
Yasin Oztekin,Göztepe,TUR 1,silver-nr,73,LM,5K,78,71,69,75,46,65,3,3,H/L,Right,"1,864"
John Boye,FC Metz,FRA 1,silver-nr,73,CB,5K,68,33,55,58,72,76,2,3,M/H,Right,"1,572"
Kamil Wilczek,Brøndby IF,DEN 1,silver,73,ST,10K,61,71,63,69,46,80,3,3,H/M,Left,"1,796"
Ervin Zukanovic,Al Ahli,SAU 1,silver,73,CB,1K,51,49,64,55,73,74,2,3,L/H,Left,"1,719"
Lucas Orban,Racing Club de Avellaneda,ARG 1,silver-nr,73,CB,3K,62,53,64,62,72,74,2,3,M/M,Left,"1,796"
Hernan Barcos,Atlético Nacional,COL 1,silver,73,ST,5K,58,72,66,66,46,74,3,5,M/M,Right,"1,768"
Vladislav Ignatiev,Lokomotiv Moskva,RUS 1,silver,73,RB,350,76,63,71,70,72,66,3,4,M/M,Right,"1,923"
Paulinho,BK Häcken,SWE 1,silver,73,LW,1.6K,76,72,64,77,24,69,4,4,M/M,Right,"1,779"
Giedrius Arlauskis,CFR Cluj,ROM 1,silver,73,GK,350,75,68,72,79,33,68,1,3,M/M,Right,727
Marco Stiepermann,Norwich City,ENG 1,silver,73,CAM,3.5K,66,72,70,72,64,77,3,2,M/M,Left,"1,926"
Juan Villar,CA Osasuna,ESP 1,silver,73,ST,10K,88,71,67,74,41,70,3,4,M/M,Right,"1,892"
Maxime Lestienne,Standard Liège,BEL 1,silver-nr,73,LW,1K,76,70,70,76,36,54,3,4,H/M,Left,"1,803"
Reinhold Yabo,Arminia Bielefeld,GER 2,silver,73,CM,450,78,60,66,76,63,75,3,4,M/M,Right,"1,883"
Costel Pantilimon,Nottingham Forest,ENG 2,silver,73,GK,5K,69,72,73,76,46,73,1,2,M/M,Right,812
Sebastian Polter,1. FC Union Berlin,GER 1,silver,73,ST,4.4K,70,72,51,62,28,84,2,3,M/M,Right,"1,636"
Juanpe,Girona FC,ESP 2,silver-nr,73,CB,900,53,35,56,50,70,79,2,3,L/H,Right,"1,480"
Maxime Le Marchand,Fulham,ENG 2,silver,73,CB,900,68,38,66,67,73,73,2,3,M/H,Left,"1,710"
Ezequiel Schelotto,Brighton and Hove Albion,ENG 1,silver,73,RB,9.7K,67,61,68,72,71,73,3,3,H/M,Right,"1,906"
Alan Pulido,Guadalajara,MEX 1,silver-nr,73,ST,4K,77,70,63,71,36,73,3,2,H/H,Right,"1,780"
Mateusz Klich,Leeds United,ENG 2,silver,73,CM,350,59,70,72,72,56,71,3,3,H/M,Right,"1,861"
Bram Nuytinck,Udinese,ITA 1,silver,73,CB,850,34,40,48,53,76,69,2,2,L/M,Left,"1,476"
Vincent Le Goff,FC Lorient,FRA 2,silver-nr,73,LB,1.2K,71,61,67,71,70,68,3,3,H/M,Left,"1,841"
Fabio Pisacane,Cagliari,ITA 1,silver,73,CB,5.1K,64,26,51,62,74,68,2,3,M/H,Right,"1,543"
Karl Darlow,Newcastle United,ENG 1,silver,73,GK,5K,75,70,64,76,56,71,1,2,M/M,Right,870
Douglas,Besiktas,TUR 1,silver,73,RB,2.4K,80,65,70,76,70,61,3,3,H/M,Right,"1,942"
Loris Benito,Girondins de Bordeaux,FRA 1,silver-nr,73,LB,1.5K,68,50,67,68,71,75,3,3,M/M,Left,"1,829"
Arnaud Souquet,Montpellier HSC,FRA 1,silver,73,RWB,1.6K,75,53,70,70,70,65,3,3,H/M,Right,"1,822"
Milan Heca,Sparta Praha,CSK 1,silver-nr,73,GK,450,72,72,67,74,45,73,1,3,M/M,Right,792
Francesco Bardi,Frosinone,ITA 2,silver,73,GK,6.7K,76,71,62,75,49,69,1,1,M/M,Right,785
Lasse Sobiech,1. FC Köln,GER 1,silver,73,CB,10K,46,51,47,43,74,74,2,3,M/M,Right,"1,509"
Kevin Long,Burnley,ENG 1,silver,73,CB,9K,52,35,50,56,73,74,2,2,L/M,Right,"1,536"
Fallou Diagne,Atiker Konyaspor,TUR 1,silver,73,CB,1.2K,64,42,58,65,70,77,2,3,M/M,Right,"1,729"
Nenad Tomovic,Spal,ITA 1,silver,73,CB,2.7K,58,38,59,65,72,76,2,3,H/M,Right,"1,683"
Shinji Okazaki,Málaga CF,ESP 2,silver-nr,73,CAM,,63,68,68,74,55,64,3,4,H/H,Right,"1,862"
Juan Carlos,Girona FC,ESP 2,silver,73,GK,950,72,73,75,74,59,72,1,3,M/M,Right,927
Jagos Vukovic,Olympiacos CFP,GRE 1,silver,73,CB,,37,46,55,51,73,75,2,2,L/M,Left,"1,552"
Radosav Petrovic,UD Almería,ESP 2,silver,73,CDM,,41,54,62,61,73,75,2,2,M/M,Right,"1,640"
Suk Hyun Jun,Stade de Reims,FRA 1,silver,73,ST,7K,62,74,58,69,39,78,3,4,H/M,Right,"1,733"
Esteban Paredes,CD Vinazur,CHL 1,silver,73,ST,7.8K,62,74,67,70,34,71,3,3,H/L,Left,"1,769"
Serdar Gurler,Göztepe,TUR 1,silver-nr,73,RM,4.4K,80,67,68,74,44,51,3,4,H/L,Right,"1,736"
Marlon Pack,Cardiff City,ENG 2,silver-nr,73,CDM,5K,53,60,72,69,67,78,3,3,M/H,Right,"1,872"
Yaya Sanogo,Toulouse FC,FRA 1,silver-nr,73,ST,10K,64,71,61,67,32,69,3,3,M/L,Right,"1,634"
Ignasi Miquel,Girona FC,ESP 2,silver,73,CB,3.7K,60,28,56,59,73,72,2,3,L/H,Left,"1,512"
Gabriel Silva,AS Saint-Étienne,FRA 1,silver,73,LB,2.6K,75,60,71,71,69,67,3,2,H/M,Left,"1,907"
Arribas,Real Oviedo,ESP 2,silver-nr,73,CB,400,46,36,56,57,72,73,2,3,M/M,Right,"1,518"
Pajtim Kasami,FC Sion,CHE 1,silver,73,CAM,6.5K,67,71,70,71,56,78,3,4,M/M,Left,"1,877"
Samu Saiz,Girona FC,ESP 2,silver,73,CAM,500,75,69,70,75,25,59,4,3,H/M,Right,"1,748"
Guerrero,Olympiacos CFP,GRE 1,silver,73,ST,7K,70,72,66,70,42,69,3,3,H/H,Right,"1,802"
Greg Cunningham,Blackburn Rovers,ENG 2,silver-nr,73,LB,10K,75,54,65,70,71,76,3,3,M/H,Left,"1,822"
German,Granada CF,ESP 1,silver-nr,73,CB,1.5K,50,38,58,55,72,78,2,2,M/H,Right,"1,536"
Raul Garcia,Getafe CF,ESP 1,silver,73,LB,4.5K,69,62,71,68,68,76,2,2,M/M,Left,"1,947"
Matej Vydra,Burnley,ENG 1,silver,73,CAM,1.3K,81,74,67,73,35,59,3,4,M/M,Right,"1,809"
Mathias Autret,Stade Brestois 29,FRA 1,silver,73,CAM,10K,71,70,72,73,42,60,4,3,H/M,Right,"1,798"
Guitian,Real Zaragoza,ESP 2,silver-nr,73,CB,650,66,41,58,62,71,77,2,3,L/M,Right,"1,679"
Anthony Ujah,1. FC Union Berlin,GER 1,silver,73,ST,7.5K,69,72,55,69,33,72,3,4,M/M,Right,"1,708"
Javier Toledo,Atlético Tucumán,ARG 1,silver,73,ST,1.7K,51,73,63,62,43,76,2,3,H/M,Left,"1,701"
Vincent Pajot,Angers SCO,FRA 1,silver,73,CM,9.9K,59,58,69,71,73,68,3,3,M/M,Right,"1,873"
Aday Benitez,Girona FC,ESP 2,silver,73,LWB,750,70,51,65,74,69,62,3,4,H/M,Right,"1,772"
Nicolas Isimat-Mirin,Toulouse FC,FRA 1,silver,73,CB,7.8K,63,34,53,47,73,77,2,3,M/M,Right,"1,532"
Luna,Rayo Vallecano,ESP 2,silver,73,LB,850,67,62,69,68,72,73,3,3,H/M,Left,"1,867"
Alex Fernandez,Cádiz CF,ESP 2,silver,73,CAM,500,60,61,76,73,64,66,3,3,M/M,Right,"1,854"
Abdoulaye Bamba,Angers SCO,FRA 1,silver-nr,73,RB,4K,78,41,65,66,70,73,2,3,M/M,Right,"1,787"
Marc Rzatkowski,New York Red Bulls,USA 1,silver,73,CM,850,74,65,72,74,64,68,3,3,M/M,Left,"1,926"
Bryan Linssen,Vitesse,NED 1,silver-nr,73,ST,10K,77,71,65,73,37,66,3,2,H/M,Right,"1,829"
Pablo Chavarria,RCD Mallorca,ESP 1,silver-nr,73,ST,1.5K,69,71,69,72,36,75,3,4,H/H,Right,"1,805"
Matias Aguirregaray,Al Fateh,SAU 1,silver-nr,73,RB,3.4K,76,54,68,72,69,77,3,3,H/M,Right,"1,910"
Musa Cagiran,Alanyaspor,TUR 1,silver,73,CDM,1.5K,64,68,72,71,71,77,3,4,M/M,Right,"1,967"
Marcin Kaminski,VfB Stuttgart,GER 2,silver,73,CB,3.5K,71,56,64,61,73,71,2,2,H/M,Left,"1,777"
Bartosz Bereszynski,Sampdoria,ITA 1,silver,73,RB,2.7K,85,56,65,70,70,72,3,3,H/M,Right,"1,867"
Juan Ezequiel Cuevas,Everton de Viña del Mar,CHL 1,silver-nr,73,RW,400,85,64,71,75,44,63,3,3,H/M,Left,"1,869"
Vicente Gomez,RC Deportivo,ESP 2,silver,73,CM,700,33,62,71,66,71,71,3,2,M/M,Left,"1,758"
Santiago Garcia,Toluca,MEX 1,silver-nr,73,CB,4K,52,53,63,61,72,77,2,3,M/M,Left,"1,761"
Barry Douglas,Leeds United,ENG 2,silver,73,LB,4K,68,64,75,68,69,67,3,3,H/M,Left,"1,951"
Tim Melia,Sporting KC,USA 1,silver,73,GK,1.9K,73,68,73,75,38,75,1,2,M/M,Right,877
Steven Skrzybski,FC Schalke 04,GER 1,silver,73,ST,3K,78,73,65,74,33,62,3,3,M/M,Right,"1,794"
Osama Rashid,Santa Clara,POR 1,silver,73,CM,2K,70,67,73,74,58,62,3,3,M/M,Right,"1,887"
Liam Moore,Reading,ENG 2,silver-nr,73,CB,3.7K,71,33,59,64,71,79,2,3,M/H,Right,"1,645"
Moritz Leitner,Norwich City,ENG 1,silver,73,CM,5K,69,65,74,74,59,58,3,4,M/M,Right,"1,868"
Bogdan Stancu,Gençlerbirligi,TUR 1,silver,73,ST,3.5K,72,72,68,72,35,70,3,4,M/M,Right,"1,796"
Andre Martins,Legia Warszawa,POL 1,silver,73,CM,1K,78,63,71,79,58,56,3,3,M/M,Right,"1,887"
Oliver Sorg,1. FC Nürnberg,GER 2,silver,73,RB,5K,72,55,66,71,73,69,2,4,M/M,Right,"1,859"
Brecht Dejaegere,AA Gent,BEL 1,silver,73,CM,1.3K,75,61,71,77,66,73,4,4,H/H,Right,"1,988"
Michal Frydrych,Slavia Praha,CSK 1,silver,73,CB,2.4K,66,59,59,56,71,79,2,4,M/M,Right,"1,757"
Paul-Georges Ntep,Kayserispor,TUR 1,silver-nr,73,LM,7.7K,73,68,70,77,29,67,3,4,M/L,Right,"1,735"
Nemanja Nikolic,Chicago Fire,USA 1,silver,73,ST,7K,68,73,60,69,31,70,3,4,H/M,Right,"1,729"
Ahmed Musa,Al Nassr,SAU 1,silver,73,LM,500,93,69,63,73,30,57,3,3,H/M,Right,"1,757"
Anthony Limbombe,Standard Liège,BEL 1,silver,73,LW,7.5K,83,69,68,77,54,61,4,5,H/M,Right,"1,885"
Loick Landre,Nîmes Olympique,FRA 1,silver-nr,73,CB,400,57,36,54,55,72,72,2,3,M/H,Right,"1,574"
Onel Hernandez,Norwich City,ENG 1,silver-nr,73,LM,6.8K,85,70,63,76,33,71,4,3,H/M,Right,"1,744"
Nicolas Benezet,Toronto FC,USA 1,silver-nr,73,LM,1.8K,77,69,70,75,32,53,3,4,H/M,Right,"1,727"
Ola John,Vitória Guimarães,POR 1,silver,73,RM,1.9K,76,64,72,75,25,60,4,4,M/L,Right,"1,693"
Marvin Knoll,FC St. Pauli,GER 2,silver,73,CDM,550,73,56,70,64,73,78,2,3,M/M,Left,"1,961"
Patric,Gamba Osaka,JPN 1,silver,73,ST,2.5K,63,71,56,65,33,78,3,3,M/L,Right,"1,648"
Aden Flint,Cardiff City,ENG 2,silver,73,CB,1.7K,49,49,43,43,71,82,2,3,M/M,Right,"1,479"
Ludek Pernica,Viktoria Plzeň,CSK 1,silver-nr,73,CB,1K,67,38,54,54,72,76,2,3,H/M,Right,"1,652"
David Junca,RC Celta de Vigo,ESP 1,silver-nr,73,LB,1K,72,45,65,67,69,76,2,3,H/M,Left,"1,822"
Jota,Aston Villa,ENG 1,silver-nr,73,RW,600,69,68,72,75,31,58,3,2,H/L,Left,"1,693"
Pablo Ceppelini,Atlético Nacional,COL 1,silver,73,CAM,4K,71,64,73,76,42,66,3,3,H/M,Right,"1,785"
Alex Martinez,Granada CF,ESP 1,silver,73,LB,7K,75,59,68,70,68,67,3,3,H/M,Left,"1,861"
Oliver Kragl,Benevento,ITA 2,silver,73,LM,1K,81,71,67,73,51,78,3,4,H/M,Left,"1,857"
Bobby Decordova-Reid,Fulham,ENG 2,silver,73,ST,7K,79,71,68,76,54,64,3,3,H/H,Right,"1,917"
Joe Bryan,Fulham,ENG 2,silver,73,LB,2.5K,77,64,65,71,70,72,3,4,H/M,Left,"1,944"
David Pavelka,Kasımpaşa,TUR 1,silver-nr,73,CDM,10K,60,59,68,69,67,75,3,4,M/H,Right,"1,853"
Gabriel Hauche,Argentinos Juniors,ARG 1,silver,73,LM,1K,86,70,68,75,44,67,4,3,H/L,Right,"1,872"
Jakub Brabec,Viktoria Plzeň,CSK 1,silver,73,CB,350,58,51,60,63,73,72,2,3,M/M,Right,"1,689"
Tom Trybull,Norwich City,ENG 1,silver,73,CDM,4.5K,61,48,66,67,73,74,3,3,M/H,Right,"1,806"
Adam Reach,Sheffield Wednesday,ENG 2,silver,73,RW,7.5K,77,70,70,73,64,71,3,4,H/M,Left,"1,914"
Edgar Badia,Elche CF,ESP 2,silver,73,GK,350,76,68,66,74,33,73,1,3,M/M,Right,777
Kerim Frei,Medipol Başakşehir,TUR 1,silver,73,LM,8K,90,69,68,78,35,53,3,4,H/M,Right,"1,805"
Hendrik Van Crombrugge,Anderlecht,BEL 1,silver,73,GK,700,78,71,72,73,37,70,1,2,M/M,Left,818
Fabio Lucioni,Lecce,ITA 1,silver,73,CB,1.7K,54,33,48,52,73,72,2,4,M/H,Right,"1,548"
Mick van Buren,Slavia Praha,CSK 1,silver,73,ST,1K,83,68,60,73,30,71,3,4,H/M,Right,"1,746"
Hervias,Real Valladolid,ESP 1,silver,73,RM,1.5K,81,64,69,77,40,50,4,3,H/M,Right,"1,746"
Davy Roef,Anderlecht,BEL 1,silver,73,GK,1K,76,71,65,76,51,70,1,3,M/M,Right,880
Ghayas Zahid,Panathinaikos FC,GRE 1,silver,73,CAM,10K,78,63,69,75,35,65,3,4,H/M,Right,"1,753"
Nildo Petrolina,Al Taawoun,SAU 1,silver,73,LM,2.5K,81,68,70,75,57,60,3,4,H/H,Left,"1,915"
Ivan Sanchez,Elche CF,ESP 2,silver,73,RM,600,91,59,66,77,34,52,3,3,H/M,Left,"1,722"
Clerc,Levante UD,ESP 1,silver,73,LB,2.5K,79,56,68,75,67,74,3,2,H/M,Left,"1,861"
Brice Samba,Nottingham Forest,ENG 2,silver,73,GK,600,75,69,69,79,53,68,1,3,M/M,Left,778
Dieumerci Ndongala,RC Genk,BEL 1,silver-nr,73,RW,8K,88,60,67,77,27,46,3,3,M/M,Right,"1,704"
Edigar Junio,Yokohama F·Marinos,JPN 1,silver,73,ST,3K,89,72,64,74,21,64,3,4,M/M,Right,"1,739"
Rachid Alioui,Angers SCO,FRA 1,silver,73,ST,1.1K,71,73,62,68,33,68,3,3,H/M,Right,"1,678"
Massimo Luongo,Sheffield Wednesday,ENG 2,silver-nr,73,CDM,900,69,63,62,71,69,77,3,3,M/H,Right,"1,864"
Alex Pritchard,Huddersfield Town,ENG 2,silver,73,CAM,450,69,68,74,75,46,48,3,4,H/M,Right,"1,805"
Sebastian Sosa,Monarcas Morelia,MEX 1,silver-nr,73,GK,10K,73,68,65,74,41,72,1,3,M/M,Right,812
Mirko Pigliacelli,Universitatea Craiova,ROM 1,silver,73,GK,400,74,69,85,75,48,68,1,3,M/M,Right,915
Jordon Ibe,Bournemouth,ENG 1,silver,73,RM,4.1K,78,66,68,78,41,61,3,4,M/M,Right,"1,762"
Luca Ceppitelli,Cagliari,ITA 1,silver,73,CB,4.5K,54,33,35,42,75,74,2,3,H/H,Right,"1,398"
